id,название,широта_центра,долгота_центра,все_точки_границ,количество_точек,северная_граница,южная_граница,западная_граница,восточная_граница,сервер
58510806,Квартал,56.735991,60.614881,"60.613371,56.736300; 60.614481,56.736711; 60.614797,56.736463; 60.615054,56.736400; 60.615550,56.736605; 60.616097,56.736247; 60.616760,56.735537; 60.616104,56.735299; 60.615616,56.735326; 60.614763,56.735040; 60.614026,56.735614; 60.613462,56.736042; 60.613371,56.736300",13,56.736711,56.73504,60.613371,60.61676,https://overpass.kumi.systems/api/interpreter
59475508,Квартал,56.738915,60.655255,"60.651879,56.736412; 60.652447,56.737052; 60.653131,56.738749; 60.653555,56.739226; 60.654693,56.740321; 60.656141,56.741897; 60.657945,56.742228; 60.659171,56.742268; 60.659670,56.742075; 60.658067,56.740359; 60.657732,56.740488; 60.657165,56.740023; 60.657615,56.739498; 60.657121,56.739217; 60.656060,56.738852; 60.654822,56.738610; 60.654673,56.738192; 60.653910,56.735880; 60.653126,56.735966; 60.652679,56.736163; 60.652131,56.736252; 60.651879,56.736412",22,56.742268,56.73588,60.651879,60.65967,https://overpass.kumi.systems/api/interpreter
61722980,Квартал,56.784886,60.648245,"60.646999,56.785341; 60.647699,56.784792; 60.648343,56.784372; 60.648648,56.784152; 60.649326,56.783636; 60.650166,56.783981; 60.648300,56.785266; 60.648096,56.785518; 60.648158,56.785604; 60.647964,56.785745; 60.646999,56.785341",11,56.785745,56.783636,60.646999,60.650166,https://overpass.kumi.systems/api/interpreter
68706219,Квартал,56.779695,60.67421,"60.675966,56.779124; 60.676320,56.779385; 60.674331,56.779639; 60.673738,56.779897; 60.673758,56.779975; 60.673454,56.780119; 60.673643,56.780293; 60.673126,56.780487; 60.672543,56.780707; 60.672307,56.780663; 60.671476,56.780959; 60.671068,56.780807; 60.672388,56.780027; 60.674217,56.779099; 60.675884,56.778364; 60.676188,56.778576; 60.676300,56.778660; 60.675697,56.778947; 60.675836,56.779041; 60.675966,56.779124",20,56.780959,56.778364,60.671068,60.67632,https://overpass.kumi.systems/api/interpreter
73482174,Квартал,56.90652,60.63982,"60.638622,56.907168; 60.640415,56.907758; 60.642036,56.906290; 60.639938,56.905591; 60.639525,56.905958; 60.639709,56.906029; 60.639691,56.906200; 60.638622,56.907168",8,56.907758,56.905591,60.638622,60.642036,https://overpass.kumi.systems/api/interpreter
73482194,Квартал,56.903677,60.639135,"60.638468,56.903828; 60.640358,56.904466; 60.641057,56.903832; 60.638574,56.903000; 60.638204,56.903285; 60.638815,56.903495; 60.638468,56.903828",7,56.904466,56.903,60.638204,60.641057,https://overpass.kumi.systems/api/interpreter
73482201,Квартал,56.901162,60.638022,"60.637147,56.901204; 60.639251,56.901957; 60.640067,56.901269; 60.637852,56.900512; 60.637305,56.900957; 60.637384,56.901033; 60.637147,56.901204",7,56.901957,56.900512,60.637147,60.640067,https://overpass.kumi.systems/api/interpreter
73482203,Квартал,56.905216,60.641279,"60.640416,56.905533; 60.642303,56.906190; 60.643866,56.904802; 60.641343,56.903956; 60.640013,56.905152; 60.640598,56.905348; 60.640416,56.905533",7,56.90619,56.903956,60.640013,60.643866,https://overpass.kumi.systems/api/interpreter
73482204,Квартал,56.902938,60.639994,"60.638686,56.902821; 60.639405,56.902222; 60.641970,56.903105; 60.641222,56.903720; 60.638686,56.902821",5,56.90372,56.902222,60.638686,60.64197,https://overpass.kumi.systems/api/interpreter
73482205,Квартал,56.903792,60.642905,"60.642177,56.903221; 60.644656,56.904038; 60.644003,56.904650; 60.641510,56.903831; 60.642177,56.903221",5,56.90465,56.903221,60.64151,60.644656,https://overpass.kumi.systems/api/interpreter
73482249,Квартал,56.902061,60.640808,"60.639502,56.902077; 60.641992,56.902918; 60.642883,56.902195; 60.640999,56.901602; 60.640698,56.901885; 60.640076,56.901669; 60.639502,56.902077",7,56.902918,56.901602,60.639502,60.642883,https://overpass.kumi.systems/api/interpreter
73482266,Квартал,56.902122,60.637735,"60.638432,56.902712; 60.637002,56.902212; 60.637306,56.901953; 60.636730,56.901737; 60.637119,56.901406; 60.639125,56.902121; 60.638432,56.902712",7,56.902712,56.901406,60.63673,60.639125,https://overpass.kumi.systems/api/interpreter
73482269,Квартал,56.907864,60.638389,"60.638659,56.908339; 60.636926,56.907767; 60.637696,56.907091; 60.640003,56.907785; 60.638659,56.908339",5,56.908339,56.907091,60.636926,60.640003,https://overpass.kumi.systems/api/interpreter
74017982,"ЖК ""Северный квартал""",56.897521,60.619602,"60.621580,56.897168; 60.620275,56.898322; 60.618817,56.897820; 60.618503,56.898096; 60.617424,56.897748; 60.619038,56.896325; 60.621580,56.897168",7,56.898322,56.896325,60.617424,60.62158,https://overpass.kumi.systems/api/interpreter
82878308,Светлореченский,56.800983,60.491185,"60.491045,56.799438; 60.488413,56.800249; 60.488669,56.800520; 60.488883,56.800745; 60.489799,56.802052; 60.489928,56.802508; 60.490487,56.802470; 60.490655,56.802456; 60.491438,56.802392; 60.493083,56.802258; 60.493787,56.802196; 60.493446,56.800301; 60.492880,56.800346; 60.492837,56.800349; 60.492083,56.800408; 60.491532,56.799891; 60.491321,56.799684; 60.491045,56.799438",18,56.802508,56.799438,60.488413,60.493787,https://overpass.kumi.systems/api/interpreter
83074107,Квартал,56.839482,60.540232,"60.540439,56.839442; 60.540434,56.839366; 60.539942,56.839381; 60.539735,56.839488; 60.540403,56.839773; 60.540439,56.839442",6,56.839773,56.839366,60.539735,60.540439,https://overpass.kumi.systems/api/interpreter
83074415,Квартал,56.838234,60.538152,"60.535934,56.838138; 60.537302,56.838664; 60.538745,56.839166; 60.539108,56.839217; 60.540237,56.839215; 60.540142,56.837883; 60.540027,56.836759; 60.535941,56.836922; 60.535934,56.838138",9,56.839217,56.836759,60.535934,60.540237,https://overpass.kumi.systems/api/interpreter
83074416,Квартал,56.836193,60.53151,"60.529545,56.836630; 60.535673,56.836568; 60.535595,56.835597; 60.535543,56.835567; 60.528718,56.835842; 60.528658,56.836075; 60.528802,56.836634; 60.529545,56.836630",8,56.836634,56.835567,60.528658,60.535673,https://overpass.kumi.systems/api/interpreter
83252599,Квартал,56.889946,60.493616,"60.489934,56.887606; 60.489578,56.889120; 60.489202,56.890698; 60.488814,56.892299; 60.492475,56.892561; 60.494297,56.892696; 60.496041,56.892834; 60.496296,56.891907; 60.496648,56.891183; 60.498141,56.889587; 60.497182,56.889439; 60.497301,56.889142; 60.496367,56.889030; 60.496610,56.888045; 60.491914,56.887674; 60.490744,56.887654; 60.489934,56.887606",17,56.892834,56.887606,60.488814,60.498141,https://overpass.kumi.systems/api/interpreter
83459092,Квартал,56.818402,60.674029,"60.673085,56.818180; 60.673388,56.818614; 60.673858,56.819076; 60.675590,56.818548; 60.675169,56.817812; 60.673085,56.818180",6,56.819076,56.817812,60.673085,60.67559,https://overpass.kumi.systems/api/interpreter
83673247,Квартал,56.757938,60.589344,"60.590618,56.758587; 60.590489,56.757311; 60.588988,56.757417; 60.588729,56.757488; 60.588434,56.757611; 60.588515,56.757799; 60.588547,56.757870; 60.589158,56.758775; 60.590618,56.758587",9,56.758775,56.757311,60.588434,60.590618,https://overpass.kumi.systems/api/interpreter
83673248,Квартал,56.759493,60.590612,"60.590576,56.760830; 60.591145,56.760894; 60.592094,56.758735; 60.591364,56.758616; 60.591153,56.758620; 60.589554,56.758836; 60.589650,56.759009; 60.589395,56.759069; 60.590576,56.760830",9,56.760894,56.758616,60.589395,60.592094,https://overpass.kumi.systems/api/interpreter
84832323,Квартал,56.822987,60.527466,"60.528260,56.822876; 60.527077,56.822490; 60.526305,56.823160; 60.527431,56.823535; 60.528260,56.822876",5,56.823535,56.82249,60.526305,60.52826,https://overpass.kumi.systems/api/interpreter
84832324,Квартал,56.823867,60.529617,"60.530349,56.824481; 60.531157,56.823786; 60.528519,56.822960; 60.527710,56.823629; 60.530349,56.824481",5,56.824481,56.82296,60.52771,60.531157,https://overpass.kumi.systems/api/interpreter
84832325,Квартал,56.824326,60.528375,"60.527571,56.823735; 60.526884,56.824346; 60.529566,56.825226; 60.530285,56.824586; 60.527571,56.823735",5,56.825226,56.823735,60.526884,60.530285,https://overpass.kumi.systems/api/interpreter
84832326,Квартал,56.825607,60.530743,"60.529663,56.825778; 60.529905,56.827115; 60.531623,56.827022; 60.531326,56.825567; 60.532680,56.824378; 60.531379,56.823905; 60.529706,56.825314; 60.529663,56.825778",8,56.827115,56.823905,60.529663,60.53268,https://overpass.kumi.systems/api/interpreter
84832328,Квартал,56.821592,60.526676,"60.525660,56.821869; 60.527002,56.822279; 60.528214,56.821199; 60.526844,56.820747; 60.525660,56.821869",5,56.822279,56.820747,60.52566,60.528214,https://overpass.kumi.systems/api/interpreter
84832329,Квартал,56.823428,60.525242,"60.525983,56.823201; 60.525511,56.823048; 60.525114,56.823424; 60.524856,56.823342; 60.524648,56.823557; 60.524674,56.823744; 60.525164,56.823908; 60.525983,56.823201",8,56.823908,56.823048,60.524648,60.525983,https://overpass.kumi.systems/api/interpreter
84832331,Квартал,56.824953,60.525702,"60.527335,56.823647; 60.526154,56.823259; 60.524110,56.825037; 60.524605,56.826093; 60.525076,56.826069; 60.525103,56.825949; 60.525733,56.825928; 60.525865,56.824945; 60.527335,56.823647",9,56.826093,56.823259,60.52411,60.527335,https://overpass.kumi.systems/api/interpreter
84832332,Квартал,56.825885,60.528045,"60.525907,56.825942; 60.528222,56.826056; 60.528954,56.826024; 60.529077,56.826450; 60.529223,56.826882; 60.529598,56.826841; 60.529417,56.825739; 60.529361,56.825372; 60.526798,56.824451; 60.526029,56.825034; 60.525907,56.825942",11,56.826882,56.824451,60.525907,60.529598,https://overpass.kumi.systems/api/interpreter
84832333,Квартал,56.820634,60.523704,"60.522676,56.820928; 60.524011,56.821341; 60.525210,56.820189; 60.523944,56.819785; 60.522676,56.820928",5,56.821341,56.819785,60.522676,60.52521,https://overpass.kumi.systems/api/interpreter
84832334,Квартал,56.821137,60.524997,"60.524175,56.821385; 60.525468,56.821780; 60.526648,56.820682; 60.525352,56.820252; 60.524163,56.821339; 60.524175,56.821385",6,56.82178,56.820252,60.524163,60.526648,https://overpass.kumi.systems/api/interpreter
84832336,Квартал,56.819731,60.523045,"60.523773,56.819725; 60.523344,56.819602; 60.523075,56.819837; 60.523011,56.819508; 60.522474,56.819326; 60.522281,56.819355; 60.522631,56.820771; 60.523773,56.819725",8,56.820771,56.819326,60.522281,60.523773,https://overpass.kumi.systems/api/interpreter
84832337,Квартал,56.822071,60.528205,"60.527220,56.822346; 60.528450,56.822758; 60.529684,56.821657; 60.528450,56.821246; 60.527220,56.822346",5,56.822758,56.821246,60.52722,60.529684,https://overpass.kumi.systems/api/interpreter
84832338,Квартал,56.818092,60.526907,"60.527764,56.817834; 60.526459,56.817441; 60.525291,56.818502; 60.526594,56.818915; 60.527571,56.818028; 60.527764,56.817834",6,56.818915,56.817441,60.525291,60.527764,https://overpass.kumi.systems/api/interpreter
84832339,Квартал,56.817498,60.529124,"60.528161,56.817811; 60.529352,56.818169; 60.529802,56.817746; 60.529588,56.817364; 60.529255,56.817259; 60.529513,56.816959; 60.529159,56.816865; 60.528161,56.817811",8,56.818169,56.816865,60.528161,60.529802,https://overpass.kumi.systems/api/interpreter
84832340,Квартал,56.817306,60.527591,"60.527592,56.817623; 60.527774,56.817453; 60.528182,56.817546; 60.528568,56.817153; 60.527603,56.816895; 60.527378,56.817106; 60.527002,56.817006; 60.526626,56.817347; 60.527592,56.817623",9,56.817623,56.816895,60.526626,60.528568,https://overpass.kumi.systems/api/interpreter
84832341,Квартал,56.81934,60.525426,"60.526383,56.819076; 60.525055,56.818708; 60.524009,56.819713; 60.525299,56.820127; 60.526383,56.819076",5,56.820127,56.818708,60.524009,60.526383,https://overpass.kumi.systems/api/interpreter
84832342,Квартал,56.818996,60.523512,"60.523853,56.819643; 60.524899,56.818615; 60.523962,56.818343; 60.523356,56.818879; 60.522397,56.818655; 60.522264,56.819197; 60.523853,56.819643",7,56.819643,56.818343,60.522264,60.524899,https://overpass.kumi.systems/api/interpreter
84832344,Квартал,56.818139,60.532886,"60.533047,56.818644; 60.533906,56.817910; 60.533265,56.817740; 60.532828,56.817911; 60.532635,56.818052; 60.532345,56.817958; 60.532018,56.818254; 60.533047,56.818644",8,56.818644,56.81774,60.532018,60.533906,https://overpass.kumi.systems/api/interpreter
84832345,Квартал,56.819175,60.533862,"60.535252,56.818333; 60.534162,56.817971; 60.531487,56.820441; 60.532613,56.820811; 60.534405,56.819161; 60.535252,56.818333",6,56.820811,56.817971,60.531487,60.535252,https://overpass.kumi.systems/api/interpreter
84832347,Квартал,56.82002,60.526675,"60.526710,56.820603; 60.527899,56.819549; 60.526603,56.819141; 60.525455,56.820203; 60.526710,56.820603",5,56.820603,56.819141,60.525455,60.527899,https://overpass.kumi.systems/api/interpreter
84832348,Квартал,56.818802,60.528032,"60.528069,56.819401; 60.529240,56.818329; 60.527972,56.817898; 60.526809,56.818979; 60.528069,56.819401",5,56.819401,56.817898,60.526809,60.52924,https://overpass.kumi.systems/api/interpreter
84832349,Квартал,56.822176,60.532403,"60.533976,56.821434; 60.532692,56.821079; 60.530057,56.823268; 60.531315,56.823665; 60.533976,56.821434",5,56.823665,56.821079,60.530057,60.533976,https://overpass.kumi.systems/api/interpreter
84832350,Квартал,56.820893,60.52958,"60.529825,56.821605; 60.531038,56.820493; 60.529720,56.820062; 60.529104,56.820627; 60.529039,56.820687; 60.528507,56.821174; 60.529825,56.821605",7,56.821605,56.820062,60.528507,60.531038,https://overpass.kumi.systems/api/interpreter
84832351,Квартал,56.822158,60.530404,"60.529829,56.823194; 60.532388,56.821003; 60.531283,56.820565; 60.528693,56.822835; 60.529829,56.823194",5,56.823194,56.820565,60.528693,60.532388,https://overpass.kumi.systems/api/interpreter
84832352,Квартал,56.820314,60.528479,"60.529499,56.820064; 60.528114,56.819627; 60.526967,56.820693; 60.528319,56.821121; 60.529499,56.820064",5,56.821121,56.819627,60.526967,60.529499,https://overpass.kumi.systems/api/interpreter
84832356,Квартал,56.822752,60.533977,"60.532967,56.824205; 60.535564,56.821903; 60.535317,56.821821; 60.535231,56.821868; 60.534212,56.821504; 60.531581,56.823761; 60.532967,56.824205",7,56.824205,56.821504,60.531581,60.535564,https://overpass.kumi.systems/api/interpreter
84832357,Квартал,56.826128,60.536954,"60.537392,56.825905; 60.536159,56.825503; 60.536411,56.826671; 60.537220,56.826627; 60.537152,56.826154; 60.537392,56.825905",6,56.826671,56.825503,60.536159,60.537392,https://overpass.kumi.systems/api/interpreter
84832358,Квартал,56.824167,60.536248,"60.535917,56.825193; 60.537640,56.823581; 60.536901,56.823375; 60.536630,56.823591; 60.536068,56.823442; 60.534661,56.824792; 60.535917,56.825193",7,56.825193,56.823375,60.534661,60.53764,https://overpass.kumi.systems/api/interpreter
84832359,Квартал,56.824767,60.537391,"60.537372,56.824156; 60.536195,56.825274; 60.537402,56.825669; 60.538614,56.824581; 60.537372,56.824156",5,56.825669,56.824156,60.536195,60.538614,https://overpass.kumi.systems/api/interpreter
84832360,Квартал,56.823654,60.538938,"60.539913,56.823380; 60.538655,56.822971; 60.537482,56.824069; 60.538727,56.824470; 60.539913,56.823380",5,56.82447,56.822971,60.537482,60.539913,https://overpass.kumi.systems/api/interpreter
84832362,Квартал,56.824747,60.542105,"60.542911,56.825027; 60.542850,56.824745; 60.543008,56.824575; 60.542998,56.824466; 60.542896,56.824378; 60.541610,56.823948; 60.540430,56.825046; 60.540607,56.825109; 60.540831,56.825144; 60.542911,56.825027",10,56.825144,56.823948,60.54043,60.543008,https://overpass.kumi.systems/api/interpreter
84832363,Квартал,56.82439,60.539428,"60.539767,56.824278; 60.539378,56.824168; 60.538938,56.824552; 60.539292,56.824672; 60.539767,56.824278",5,56.824672,56.824168,60.538938,60.539767,https://overpass.kumi.systems/api/interpreter
84832364,Квартал,56.825537,60.541608,"60.540341,56.825191; 60.539671,56.825753; 60.539699,56.825976; 60.542597,56.825781; 60.542575,56.825696; 60.542889,56.825683; 60.542980,56.825654; 60.543007,56.825594; 60.542909,56.825133; 60.540677,56.825260; 60.540341,56.825191",11,56.825976,56.825133,60.539671,60.543007,https://overpass.kumi.systems/api/interpreter
84832365,Квартал,56.825477,60.538617,"60.537670,56.825758; 60.538880,56.826138; 60.540029,56.825078; 60.538835,56.824655; 60.537670,56.825758",5,56.826138,56.824655,60.53767,60.540029,https://overpass.kumi.systems/api/interpreter
84832366,Квартал,56.826294,60.537521,"60.537314,56.826403; 60.537376,56.826611; 60.537694,56.826585; 60.537729,56.826252; 60.537968,56.826040; 60.537475,56.825916; 60.537294,56.826140; 60.537314,56.826403",8,56.826611,56.825916,60.537294,60.537968,https://overpass.kumi.systems/api/interpreter
84832367,Квартал,56.823064,60.537823,"60.537808,56.823419; 60.538406,56.822882; 60.538001,56.822768; 60.537835,56.822898; 60.537685,56.822852; 60.537218,56.823212; 60.537808,56.823419",7,56.823419,56.822768,60.537218,60.538406,https://overpass.kumi.systems/api/interpreter
84832375,Квартал,56.820431,60.534102,"60.532978,56.820917; 60.534126,56.821281; 60.535782,56.819710; 60.534644,56.819330; 60.532978,56.820917",5,56.821281,56.81933,60.532978,60.535782,https://overpass.kumi.systems/api/interpreter
